gene,strand,chr,gStart,gEnd
OSBPL10-AS1,+,chr3,31745550,31763144
OSBPL11,-,chr3,125247702,125313934
OSBPL1A,-,chr18,21742008,21977844
OSBPL2,+,chr20,60813580,60871268
OSBPL3,-,chr7,24836158,25021253
OSBPL5,-,chr11,3108346,3187969
OSBPL6,+,chr2,179059208,179264160
OSBPL7,-,chr17,45884738,45899200
OSBPL8,-,chr12,76745577,76953589
OSBPL9,+,chr1,52042851,52254889
OSBPL9P1,+,chr3,80212477,80213945
OSBPL9P2,-,chr11,90847892,90849119
OSBPL9P3,+,chr11,90849129,90849723
OSBPL9P4,-,chr12,66957747,66962974
OSBPL9P5,+,chr12,66957304,66957474
OSCAR,-,chr19,54597933,54606000
OSCP1,-,chr1,36881428,36916086
OSER1,-,chr20,42825136,42839431
OSER1-AS1,+,chr20,42839600,42854667
OSGEP,-,chr14,20914570,20923264
OSGEPL1,-,chr2,190611386,190627953
OSGEPL1-AS1,+,chr2,190627430,190630282
OSGIN1,+,chr16,83981887,83999937
OSGIN2,+,chr8,90914087,90940116
OSM,-,chr22,30658818,30662829
OSMR,+,chr5,38845960,38945698
OSR1,-,chr2,19551246,19558414
OSR2,+,chr8,99956631,99964332
OST4,-,chr2,27293340,27294641
OSTC,+,chr4,109571740,109588976
OSTCP1,-,chr6,159262149,159278664
OSTCP2,-,chr1,27312388,27312831
OSTCP4,+,chr4,113606211,113606659
OSTCP5,-,chr1,45535649,45536101
OSTCP6,-,chr6,56840404,56840860
OSTCP8,-,chr9,33968069,33968516
OSTF1,+,chr9,77703459,77762181
OSTF1P1,+,chr12,115025999,115026607
OSTM1,-,chr6,108362613,108487058
OSTM1-AS1,+,chr6,108444719,108480596
OSTN,+,chr3,190917030,190983404
OSTN-AS1,-,chr3,190931080,190952394
OTC,+,chrX,38211798,38280703
OTOA,+,chr16,21689835,21772050
OTOF,-,chr2,26680071,26781566
OTOG,+,chr11,17568920,17668697
OTOGL,+,chr12,80603233,80772870
OTOL1,+,chr3,161214596,161221730
OTOP1,-,chr4,4190530,4228616
OTOP2,+,chr17,72920370,72930007
OTOP3,+,chr17,72931814,72946087
OTOR,+,chr20,16729003,16750707
OTOS,-,chr2,241078446,241083979
OTP,-,chr5,76924538,76935513
OTUB1,+,chr11,63753325,63769283
OTUB2,+,chr14,94492675,94515276
OTUD1,+,chr10,23728198,23731308
OTUD3,+,chr1,20209006,20239438
OTUD4,-,chr4,146031990,146101313
OTUD5,-,chrX,48779305,48815648
OTUD6A,+,chrX,69282341,69284029
OTUD6B,+,chr8,92082424,92099323
OTUD7A,-,chr15,31775329,32162992
OTUD7B,-,chr1,149909705,149982625
OTX1,+,chr2,63277192,63284971
OTX2,-,chr14,57267425,57277197
OTX2-AS1,+,chr14,57279901,57618895
OVAAL,+,chr1,180528112,180535654
OVCA2,+,chr17,1945327,1946724
OVCH1,-,chr12,29565407,29650619
OVCH1-AS1,+,chr12,29542227,29640421
OVCH2,-,chr11,7710669,7727968
OVGP1,-,chr1,111956936,111970399
OVOL1,+,chr11,65554493,65564690
OVOL1-AS1,-,chr11,65556522,65558339
OVOL2,-,chr20,17937623,18039832
OVOL3,+,chr19,36602104,36604613
OXA1L,+,chr14,23235731,23241007
OXCT1,-,chr5,41730167,41870621
OXCT1-AS1,+,chr5,41870132,41871059
OXCT2,-,chr1,40235195,40237020
OXCT2P1,+,chr1,39980628,39982162
OXER1,-,chr2,42989642,42991401
OXGR1,-,chr13,97637973,97646984
OXLD1,-,chr17,79632066,79633665
OXNAD1,+,chr3,16306706,16391806
OXR1,+,chr8,107282473,107764922
OXSM,+,chr3,25824408,25836025
OXSR1,+,chr3,38206580,38296979
OXT,+,chr20,3052266,3053163
OXTR,-,chr3,8792094,8811314
P2RX1,-,chr17,3799886,3819794
P2RX2,+,chr12,133195366,133198972
P2RX3,+,chr11,57105848,57138073
P2RX4,+,chr12,121647660,121671909
P2RX5,-,chr17,3575493,3599698
P2RX5-TAX1BP3,-,chr17,3566357,3599488
P2RX6,+,chr22,21364097,21383119
P2RX6P,-,chr22,21389532,21399306
P2RX7,+,chr12,121570622,121623876
P2RY1,+,chr3,152552736,152555841
P2RY10,+,chrX,78200829,78217451
P2RY11,+,chr19,10222214,10226048
P2RY12,-,chr3,151055168,151102600
P2RY13,-,chr3,151044100,151047336
P2RY14,-,chr3,150929905,150996255
P2RY2,+,chr11,72929343,72947397
P2RY4,-,chrX,69478016,69479654
P2RY6,+,chr11,72975550,73009662
P2RY8,-,chrX,1581465,1656000
P4HA1,-,chr10,74766975,74856732
P4HA2,-,chr5,131527531,131631008
P4HA2-AS1,+,chr5,131520569,131528501
P4HA3,-,chr11,73946846,74022702
P4HB,-,chr17,79801035,79818570
P4HTM,+,chr3,49027319,49044587
PA2G4,+,chr12,56498103,56507691
PA2G4P1,-,chrX,120002465,120003661
PA2G4P2,+,chr20,12360704,12361903
PA2G4P3,-,chr18,25032478,25033621
PA2G4P4,-,chr3,156527340,156528521
PAAF1,+,chr11,73587744,73638790
PABPC1,-,chr8,101698044,101735037
PABPC1L,+,chr20,43538703,43587676
PABPC1L2A,-,chrX,72297115,72299351
PABPC1L2B,+,chrX,72223352,72225551
PABPC1P1,+,chr4,39975064,39975958
PABPC1P10,-,chr3,155027216,155027596
PABPC1P11,-,chr9,17589159,17591316
PABPC1P12,+,chr10,38929039,38931213
PABPC1P13,-,chr16,32450390,32452480
PABPC1P2,+,chr2,147345012,147346878
PABPC1P3,-,chrX,73802923,73803381
PABPC1P4,+,chr12,64215801,64217675
PABPC1P5,+,chrY,13491303,13493369
PABPC1P6,+,chr2,92065995,92068221
PABPC1P7,+,chr4,103817882,103819394
PABPC1P8,-,chr10,42775182,42777267
PABPC1P9,+,chr22,16904668,16906756
PABPC3,+,chr13,25670300,25673389
PABPC4,-,chr1,40026488,40042462
PABPC4L,-,chr4,135117488,135122903
PABPC5,+,chrX,90689594,90693583
PABPC5-AS1,-,chrX,90669877,90689998
PABPN1,+,chr14,23790498,23795394
PABPN1L,-,chr16,88928034,88933068
PACRG,+,chr6,163148164,163736524
PACRGL,+,chr4,20697905,20754530
PACS1,+,chr11,65837834,66012218
PACS2,+,chr14,105766900,105864484
PACSIN1,+,chr6,34433916,34503006
PACSIN2,-,chr22,43231418,43411151
PACSIN3,-,chr11,47199076,47207994
PADI1,+,chr1,17531621,17572500
PADI2,-,chr1,17393256,17445948
PADI3,+,chr1,17575593,17610728
PADI4,+,chr1,17634690,17690499
PADI6,+,chr1,17698691,17728195
PAEP,+,chr9,138453602,138458801
PAF1,-,chr19,39876492,39881835
PAFAH1B1,+,chr17,2496504,2588909
PAFAH1B2,+,chr11,117014983,117047610
PAFAH1B3,-,chr19,42801185,42807698
PAFAH2,-,chr1,26286258,26324648
PAG1,-,chr8,81880045,82024303
PAGE1,-,chrX,49452053,49460596
PAGE2,+,chrX,55115441,55119275
PAGE2B,+,chrX,55101496,55105342
PAGE3,-,chrX,55284848,55291279
PAGE4,+,chrX,49593863,49598576
PAGE5,+,chrX,55246788,55250541
PAGR1,+,chr16,29827285,29841948
PAH,-,chr12,103230663,103352188
PAICS,+,chr4,57301907,57327534
PAICSP1,+,chr9,37878113,37879490
PAICSP2,+,chr9,94373625,94374774
PAICSP3,+,chr6,74037247,74038740
PAICSP4,+,chr8,4644854,4646106
PAICSP5,-,chr7,143242279,143243828
PAICSP6,+,chr7,143479760,143481377
PAICSP7,-,chrX,93891662,93894569
PAIP1,-,chr5,43526369,43557860
PAIP1P1,-,chr6,30154575,30156391
PAIP2,+,chr5,138677276,138705406
PAIP2B,-,chr2,71409869,71454213
PAK1,-,chr11,77032752,77185680
PAK1IP1,+,chr6,10694928,10710015
PAK2,+,chr3,196466728,196559518
PAK3,+,chrX,110187513,110470589
PAK4,+,chr19,39616410,39673456
PAK6,+,chr15,40509629,40569688
PAK7,-,chr20,9518036,9819689
PALB2,-,chr16,23614488,23652631
PALD1,+,chr10,72238577,72328205
PALLD,+,chr4,169418217,169849608
PALM,+,chr19,708953,748329
PALM2,+,chr9,112403068,112713755
PALM2-AKAP2,+,chr9,112542589,112934792
PALM3,-,chr19,14164177,14169971
PALMD,+,chr1,100111499,100160097
PAM,+,chr5,102089685,102366809
PAM16,-,chr16,4381550,4405608
PAMR1,-,chr11,35453370,35551848
PAN2,-,chr12,56710007,56727837
PAN3,+,chr13,28712643,28869475
PAN3-AS1,-,chr13,28710980,28712330
PANK1,-,chr10,91342745,91405215
PANK2,+,chr20,3869486,3907605
PANK3,-,chr5,167975500,168006605
PANK4,-,chr1,2439972,2458039
PANX1,+,chr11,93862094,93915138
PANX2,+,chr22,50609160,50618723
PANX3,+,chr11,124481386,124490252
PAOX,+,chr10,135192695,135205198
PAPD4,+,chr5,78907943,78982471
PAPD5,+,chr16,50186829,50269221
PAPD7,+,chr5,6714718,6757161
PAPLN,+,chr14,73704205,73741348
PAPOLA,+,chr14,96967770,97033448
PAPOLB,-,chr7,4897364,4901625
PAPOLG,+,chr2,60983365,61029220
PAPPA,+,chr9,118916083,119164601
PAPPA-AS1,-,chr9,119160439,119162885
PAPPA-AS2,-,chr9,119048108,119051048
PAPPA2,+,chr1,176432307,176814735
PAPSS1,-,chr4,108511433,108641608
PAPSS2,+,chr10,89419370,89507462
PAQR3,-,chr4,79808281,79860592
PAQR4,+,chr16,3019246,3023490
PAQR5,+,chr15,69591286,69700119
PAQR6,-,chr1,156213206,156217881
PAQR7,-,chr1,26187701,26197744
PAQR8,+,chr6,52226219,52272575
PAQR9,-,chr3,142668006,142682178
PARD3,-,chr10,34398488,35104253
PARD3-AS1,+,chr10,35104695,35105314
PARD3B,+,chr2,205410516,206484886
PARD6A,+,chr16,67694849,67696681
PARD6B,+,chr20,49348081,49373332
PARD6G,-,chr18,77915115,78005429
PARG,-,chr10,51026325,51130715
PARGP1,+,chr10,51623417,51732824
PARK2,-,chr6,161768452,163148803
PARK7,+,chr1,8014351,8045565
PARL,-,chr3,183547173,183602721
PARM1,+,chr4,75858305,75975325
PARN,-,chr16,14529558,14726585
PARP1,-,chr1,226548392,226595780
PARP10,-,chr8,145051321,145086940
PARP11,-,chr12,3900213,3982608
PARP12,-,chr7,139723544,139763521
PARP14,+,chr3,122399465,122449687
PARP15,+,chr3,122296449,122357894
PARP16,-,chr15,65526798,65592956
PARP1P1,+,chr13,111589106,111592131
PARP2,+,chr14,20811741,20826064
PARP3,+,chr3,51976361,51982883
PARP4,-,chr13,24995064,25086948
PARP4P1,-,chrY,28740998,28780799
PARP4P2,+,chr13,19923277,19982102
PARP4P3,-,chr22,17134782,17140518
PARP6,-,chr15,72533522,72565340
PARP8,+,chr5,49961733,50142356
PARP9,-,chr3,122246771,122283424
PARPBP,+,chr12,102513956,102591298
PARS2,-,chr1,55222571,55230187
PART1,+,chr5,59783540,59843484
PARVA,+,chr11,12398732,12552348
PARVB,+,chr22,44395091,44568829
PARVG,+,chr22,44568836,44615413
PASD1,+,chrX,150732094,150845211
PASK,-,chr2,242045514,242089679
PATE1,+,chr11,125616188,125619762
PATE2,-,chr11,125646008,125648714
PATE3,+,chr11,125658006,125661495
PATE4,+,chr11,125703211,125709964
PATL1,-,chr11,59404189,59436453
PATL2,-,chr15,44957930,45003514
PATZ1,-,chr22,31721790,31742218
PAWR,-,chr12,79968759,80084877
PAWRP1,+,chr10,96943410,96943974
PAX1,+,chr20,21686297,21696620
PAX2,+,chr10,102495360,102589698
PAX3,-,chr2,223064607,223163715
PAX4,-,chr7,127250346,127255982
PAX5,-,chr9,36833272,37034103
PAX6,-,chr11,31806340,31839509
PAX7,+,chr1,18957500,19075360
PAX8,-,chr2,113973574,114036527
PAX8-AS1,+,chr2,113969099,114034158
PAX9,+,chr14,37126773,37148920
PAXBP1,-,chr21,34106210,34144169
PAXBP1-AS1,+,chr21,34100426,34115433
PAXIP1,-,chr7,154735397,154794794
PAXIP1-AS1,+,chr7,154795158,154797413
PAXIP1-AS2,+,chr7,154720208,154741618
PBDC1,+,chrX,75392771,75398039
PBK,-,chr8,27667137,27695612
PBLD,-,chr10,70042417,70092806
PBOV1,-,chr6,138537129,138539627
PBRM1,-,chr3,52579368,52719933
PBX1,+,chr1,164524821,164868533
PBX2,-,chr6,32152512,32157963
PBX2P1,+,chr3,142895127,142897307
PBX3,+,chr9,128509624,128729656
PBX4,-,chr19,19672522,19729725
PBXIP1,-,chr1,154916552,154928599
PC,-,chr11,66615704,66725847
PCA3,+,chr9,79379352,79402485
PCAT1,+,chr8,127859300,128033259
PCAT2,-,chr8,128084939,128094466
PCAT4,+,chr4,80748625,80798924
PCAT6,+,chr1,202780082,202781284
PCAT7,+,chr9,97317351,97330409
PCBD1,-,chr10,72642037,72648541
PCBD2,+,chr5,134240596,134343649
PCBP1,+,chr2,70314585,70316332
PCBP1-AS1,-,chr2,70189395,70315978
PCBP2,+,chr12,53835525,53874946
PCBP2P1,-,chr21,40543056,40544032
PCBP2P3,-,chr5,91139504,91140346
PCBP3,+,chr21,47063608,47362368
PCBP4,-,chr3,51991470,52002426
PCCA,+,chr13,100741269,101182686
PCCA-AS1,-,chr13,101116694,101133411
PCCB,+,chr3,135969148,136056738
PCDH1,-,chr5,141232938,141258811
PCDH10,+,chr4,134070470,134129356
PCDH11X,+,chrX,91034260,91878229
PCDH11Y,+,chrY,4868267,5610265
PCDH12,-,chr5,141323150,141349304
PCDH15,-,chr10,55562531,57387702
PCDH17,+,chr13,58205944,58303445
PCDH18,-,chr4,138440072,138453648
PCDH19,-,chrX,99546642,99665271
PCDH20,-,chr13,61983818,62002220
PCDH7,+,chr4,30722037,31148422
PCDH8,-,chr13,53418109,53422775
PCDH8P1,+,chr13,53774116,53776547
PCDH9,-,chr13,66876967,67804468
PCDH9-AS1,+,chr13,66878003,66897693
PCDH9-AS2,+,chr13,67399301,67489163
PCDH9-AS3,+,chr13,67551564,67559908
PCDH9-AS4,+,chr13,67565018,67576139
PCDHA1,+,chr5,140165876,140391929
PCDHA10,+,chr5,140235595,140391929
PCDHA11,+,chr5,140248689,140391929
PCDHA12,+,chr5,140255058,140391929
PCDHA13,+,chr5,140261793,140391929
PCDHA14,+,chr5,140240860,140243104
PCDHA2,+,chr5,140174444,140391929
PCDHA3,+,chr5,140180783,140391929
PCDHA4,+,chr5,140186659,140391929
PCDHA5,+,chr5,140201222,140391929
PCDHA6,+,chr5,140207563,140391929
PCDHA7,+,chr5,140213969,140391929
PCDHA8,+,chr5,140220907,140391929
PCDHA9,+,chr5,140227048,140391929
PCDHAC1,+,chr5,140306302,140391929
PCDHAC2,+,chr5,140345820,140391936
PCDHB1,+,chr5,140430979,140433512
PCDHB10,+,chr5,140571942,140575215
PCDHB11,+,chr5,140579183,140582618
PCDHB12,+,chr5,140588269,140591696
PCDHB13,+,chr5,140593509,140596993
PCDHB14,+,chr5,140602931,140605858
PCDHB15,+,chr5,140625147,140627799
PCDHB16,+,chr5,140560980,140565793
PCDHB18,+,chr5,140613938,140617101
PCDHB19P,+,chr5,140619518,140621864
PCDHB2,+,chr5,140474227,140476962
PCDHB3,+,chr5,140480234,140483406
PCDHB4,+,chr5,140501581,140505201
PCDHB5,+,chr5,140514800,140517703
PCDHB6,+,chr5,140529683,140532868
PCDHB7,+,chr5,140552243,140555957
PCDHB8,+,chr5,140557371,140560081
PCDHB9,+,chr5,140566893,140571111
PCDHGA1,+,chr5,140710252,140892546
PCDHGA10,+,chr5,140792743,140892546
PCDHGA11,+,chr5,140800762,140891835
PCDHGA12,+,chr5,140810185,140892546
PCDHGA2,+,chr5,140718539,140892546
PCDHGA3,+,chr5,140723601,140892546
PCDHGA4,+,chr5,140734768,140892546
PCDHGA5,+,chr5,140743898,140892546
PCDHGA6,+,chr5,140753651,140892546
PCDHGA7,+,chr5,140762467,140892546
PCDHGA8,+,chr5,140772381,140892546
PCDHGA9,+,chr5,140782520,140892546
PCDHGB1,+,chr5,140729828,140892546
PCDHGB2,+,chr5,140739703,140892546
PCDHGB3,+,chr5,140749831,140892546
PCDHGB4,+,chr5,140767452,140892546
PCDHGB6,+,chr5,140787770,140892546
PCDHGB7,+,chr5,140797427,140892546
PCDHGB8P,+,chr5,140805853,140808219
PCDHGC3,+,chr5,140855580,140892542
PCDHGC4,+,chr5,140864741,140892546
PCDHGC5,+,chr5,140868808,140892546
PCED1A,-,chr20,2815960,2821836
PCED1B,+,chr12,47473386,47630443
PCED1B-AS1,-,chr12,47599681,47610239
PCED1CP,+,chr2,213696885,213697669
PCF11,+,chr11,82868030,82898493
PCGEM1,+,chr2,193614571,193641625
PCGF1,-,chr2,74732170,74735707
PCGF2,-,chr17,36890150,36906070
PCGF3,+,chr4,699537,764428
PCGF5,+,chr10,92979908,93044088
PCGF6,-,chr10,105062553,105110891
PCGF7P,+,chr19,22320733,22321783
PCID2,-,chr13,113831891,113863029
PCIF1,+,chr20,44563267,44576662
PCK1,+,chr20,56136136,56141513
PCK2,+,chr14,24563262,24579807
PCLO,-,chr7,82383329,82792246
PCM1,+,chr8,17780349,17885478
PCMT1,+,chr6,150070579,150132556
PCMTD1,-,chr8,52730140,52811735
PCMTD1P1,+,chrY,10011462,10011816
PCMTD1P2,+,chr16,33941656,33942010
PCMTD1P3,-,chr7,23760930,23761401
PCMTD2,+,chr20,62887094,62926855
PCNA,-,chr20,5095599,5107272
PCNAP1,-,chr4,100081671,100082802
PCNAP3,-,chrX,45918186,45918963
PCNAP4,-,chr11,19296087,19296816
PCNP,+,chr3,101292939,101313281
PCNPP1,-,chr12,112107656,112108166
PCNPP2,-,chr9,91585802,91586256
PCNPP3,-,chr12,66039772,66040242
PCNPP4,-,chrX,74757382,74758537
PCNPP5,-,chr13,48902220,48902700
PCNT,+,chr21,47744036,47865682
PCNX,+,chr14,71374122,71582099
PCNXL2,-,chr1,233119181,233431459
PCNXL3,+,chr11,65383244,65404910
PCNXL4,+,chr14,60558629,60635851
PCOLCE,+,chr7,100199800,100205798
PCOLCE-AS1,-,chr7,100187025,100201829
PCOLCE2,-,chr3,142534764,142608045
PCP2,-,chr19,7696497,7698634
PCP4,+,chr21,41239243,41301322
PCP4L1,+,chr1,161228517,161255240
PCSK1,-,chr5,95726119,95769847
PCSK1N,-,chrX,48689504,48694035
PCSK2,+,chr20,17206752,17465223
PCSK4,-,chr19,1481427,1490751
PCSK5,+,chr9,78505560,78977255
PCSK6,-,chr15,101840818,102065405
PCSK7,-,chr11,117075053,117103241
PCSK9,+,chr1,55505221,55530525
PCTP,+,chr17,53828340,53920191
PCYOX1,+,chr2,70484518,70508323
PCYOX1L,+,chr5,148737570,148749216
PCYT1A,-,chr3,195941093,196014828
PCYT1B,-,chrX,24576204,24690794
PCYT1B-AS1,+,chrX,24668190,24676354
PCYT2,-,chr17,79858841,79869340
PDAP1,-,chr7,98989671,99006452
PDC,-,chr1,186412698,186430254
PDCD1,-,chr2,242792033,242801060
PDCD10,-,chr3,167401086,167452727
PDCD11,+,chr10,105156405,105206049
PDCD1LG2,+,chr9,5510545,5571282
PDCD2,-,chr6,170884383,170893780
PDCD2L,+,chr19,34895289,34917073
PDCD4,+,chr10,112631565,112659764
PDCD4-AS1,-,chr10,112629626,112631991
PDCD5,+,chr19,33071974,33078358
PDCD6,+,chr5,271736,353971
PDCD6IP,+,chr3,33839844,33911194
PDCD7,-,chr15,65409717,65426174
PDCL,-,chr9,125560668,125590910
PDCL2,-,chr4,56422692,56458379
PDCL3,+,chr2,101179152,101193197
PDCL3P1,+,chr8,61299821,61300554
PDCL3P3,-,chr3,17918947,17919661
PDCL3P4,+,chr3,101431316,101432035
PDCL3P5,+,chr6,151148799,151149520
PDCL3P6,+,chr1,52645520,52646225
PDCL3P7,-,chr12,66669720,66670431
PDDC1,-,chr11,767220,777488
PDE10A,-,chr6,165740776,166400091
PDE11A,-,chr2,178487980,178973066
PDE12,+,chr3,57542003,57552571
PDE1A,-,chr2,183004763,183387919
PDE1B,+,chr12,54943134,54973023
PDE1C,-,chr7,31790793,32338941
PDE2A,-,chr11,72287185,72385635
PDE3A,+,chr12,20522179,20837315
PDE3B,+,chr11,14665269,14892350
PDE4A,+,chr19,10527449,10580305
PDE4B,+,chr1,66258197,66840259
PDE4C,-,chr19,18318771,18366229
PDE4D,-,chr5,58264865,59817947
PDE4DIP,-,chr1,144836157,145076186
PDE5A,-,chr4,120415550,120550146
PDE6A,-,chr5,149237519,149324356
PDE6B,+,chr4,619373,664571
PDE6C,+,chr10,95372345,95425767
PDE6D,-,chr2,232597135,232650982
PDE6G,-,chr17,79617489,79630142
PDE6H,+,chr12,15125956,15134799
PDE7A,-,chr8,66629745,66754557
PDE7B,+,chr6,136172834,136516712
PDE8A,+,chr15,85523671,85682376
PDE8B,+,chr5,76506274,76725632
PDE9A,+,chr21,44073746,44195619
PDF,-,chr16,69362524,69364498
PDGFA,-,chr7,536895,559933
PDGFB,-,chr22,39619364,39640756
PDGFC,-,chr4,157681606,157892546
PDGFD,-,chr11,103777914,104035107
PDGFRA,+,chr4,55095264,55164414
PDGFRB,-,chr5,149493400,149535435
PDGFRL,+,chr8,17433942,17501580
PDHA1,+,chrX,19362011,19379823
PDHA2,+,chr4,96761239,96762625
PDHB,-,chr3,58413357,58419584
PDHX,+,chr11,34937376,35042138
PDIA2,+,chr16,333152,337215
PDIA3,+,chr15,44038590,44065477
PDIA3P1,+,chr1,146649692,146651206
PDIA3P2,+,chr15,43941321,43941478
PDIA4,-,chr7,148700154,148725733
PDIA5,+,chr3,122785909,122944074
PDIA6,-,chr2,10923517,10978103
PDIK1L,+,chr1,26437664,26452034
PDILT,-,chr16,20370492,20416059
PDK1,+,chr2,173420101,173489823
PDK2,+,chr17,48172101,48189516
PDK3,+,chrX,24483338,24557954
PDK4,-,chr7,95212811,95225803
PDLIM1,-,chr10,96997329,97050781
PDLIM1P1,+,chr14,50517086,50518054
PDLIM1P2,-,chr17,21348145,21348751
PDLIM1P3,-,chr17,25329687,25330285
PDLIM1P4,+,chr3,98501032,98502037
PDLIM2,+,chr8,22435792,22455538
PDLIM3,-,chr4,186422851,186456766
PDLIM4,+,chr5,131593364,131609147
PDLIM5,+,chr4,95373037,95589377
PDLIM7,-,chr5,176910395,176924607
PDP1,+,chr8,94870035,94938294
PDP2,+,chr16,66912492,66929657
PDPK1,+,chr16,2587965,2653189
PDPN,+,chr1,13909960,13944452
PDPR,+,chr16,70147529,70195203
PDRG1,-,chr20,30532758,30539895
PDS5A,-,chr4,39824483,39979576
PDS5B,+,chr13,33160564,33352157
PDSS1,+,chr10,26986588,27035727
PDSS2,-,chr6,107473761,107780768
PDX1,+,chr13,28494157,28500368
PDX1-AS1,-,chr13,28407581,28495541
PDXDC1,+,chr16,15068448,15233196
PDXDC2P,-,chr16,70010200,70099851
PDXK,+,chr21,45138975,45182188
PDXP,+,chr22,38054734,38062941
PDYN,-,chr20,1959403,1974732
PDZD11,-,chrX,69506445,69510364
PDZD2,+,chr5,31639517,32111037
PDZD3,+,chr11,119056166,119060932
PDZD4,-,chrX,153067621,153096020
PDZD7,-,chr10,102767440,102790890
PDZD8,-,chr10,119040000,119134978
PDZD9,-,chr16,21995186,22012433
PDZK1,+,chr1,145726918,145764074
PDZK1IP1,-,chr1,47649265,47656716
PDZK1P1,-,chr1,145924388,145942619
PDZK1P2,-,chr1,147466533,147481824
PDZRN3,-,chr3,73431584,73674091
PDZRN3-AS1,+,chr3,73670864,73675149
PDZRN4,+,chr12,41582250,41968392
PEA15,+,chr1,160175127,160185166
PEAK1,-,chr15,77400471,77712486
PEAR1,+,chr1,156863490,156886226
PEBP1,+,chr12,118573663,118583389
PEBP1P1,-,chr14,96890037,96890546
PEBP1P2,-,chr2,85568404,85568961
PEBP1P3,-,chr1,198648268,198649162
PEBP4,-,chr8,22570769,22857513
PECR,-,chr2,216861052,216947678
PEF1,-,chr1,32095463,32110497
PEG10,+,chr7,94285637,94299007
PEG3,-,chr19,57321445,57352096
PELI1,-,chr2,64319786,64371588
PELI2,+,chr14,56584532,56768244
PELI3,+,chr11,66234216,66244808
PELO,+,chr5,52083774,52099880
PELP1,-,chr17,4574679,4607632
PEMT,-,chr17,17408877,17495022
PENK,-,chr8,57349233,57359293
PEPD,-,chr19,33877856,34012700
PER1,-,chr17,8043790,8059824
PER2,-,chr2,239152679,239198743
PER3,+,chr1,7844380,7905237
PERP,-,chr6,138409642,138428648
PES1,-,chr22,30972612,31003070
PES1P1,+,chr4,135248218,135249953
PES1P2,+,chr9,13986174,13987908
PET100,+,chr19,7694623,7696842
PET112,-,chr4,152591656,152682175
PET117,+,chr20,18118517,18123813
PEX1,-,chr7,92116334,92157845
PEX10,-,chr1,2336236,2345236
PEX11A,-,chr15,90220995,90234014
PEX11B,+,chr1,145516252,145523730
PEX11G,-,chr19,7541761,7562335
PEX12,-,chr17,33901814,33905882
PEX12P1,+,chr13,90644085,90645132
PEX13,+,chr2,61244360,61279125
PEX14,+,chr1,10532345,10690815
PEX16,-,chr11,45931220,45940363
PEX19,-,chr1,160246602,160256138
PEX2,-,chr8,77892494,77913280
PEX26,+,chr22,18560689,18613905
PEX3,+,chr6,143771944,143811147
PEX5,+,chr12,7341281,7371170
PEX5L,-,chr3,179512746,179754841
PEX5L-AS1,+,chr3,179593164,179599397
PEX5L-AS2,+,chr3,179616017,179639683
PEX6,-,chr6,42931608,42946958
PEX7,+,chr6,137143717,137235075
PF4,-,chr4,74846794,74847841
PF4V1,+,chr4,74718906,74719872
PFAS,+,chr17,8150936,8173809
PFDN1,-,chr5,139624624,139682706
PFDN2,-,chr1,161070346,161087901
PFDN4,+,chr20,52824386,52844591
PFDN5,+,chr12,53689075,53693234
PFDN6,+,chr6,33257079,33266178
PFKFB1,-,chrX,54959394,55024967
PFKFB2,+,chr1,207222801,207254369
PFKFB3,+,chr10,6186881,6277495
PFKFB4,-,chr3,48555117,48599448
PFKL,+,chr21,45719934,45747259
PFKM,+,chr12,48498922,48540187
PFKP,+,chr10,3108525,3179904
PFN1,-,chr17,4848947,4852356
PFN1P1,-,chr1,171639657,171640079
PFN1P10,-,chr1,21786249,21786575
PFN1P11,-,chr10,104597768,104605230
PFN1P12,+,chr1,149114655,149115188
PFN1P2,-,chr1,144612266,144612683
PFN1P3,+,chr1,148349256,148349657
PFN1P4,+,chr1,147601780,147602181
PFN1P5,+,chr1,146059926,146060343
PFN1P6,-,chr1,148736689,148737087
PFN1P7,-,chr1,148574653,148575051
PFN1P8,-,chr1,146392310,146392852
PFN1P9,+,chr1,120395939,120396371
PFN2,-,chr3,149682691,149768575
PFN3,-,chr5,176827108,176827637
PFN4,-,chr2,24338241,24346347
PGA3,+,chr11,60970779,60980570
PGA4,+,chr11,60989688,61018929
PGA5,+,chr11,61008514,61018920
PGAM1,+,chr10,99185917,99193198
PGAM1P1,+,chr5,57457024,57457579
PGAM1P10,+,chr6,73764820,73765580
PGAM1P11,+,chr1,10118729,10119706
PGAM1P12,-,chr15,96984796,96985543
PGAM1P13,+,chr8,108659507,108660260
PGAM1P2,-,chr9,35943207,35943931
PGAM1P3,-,chr3,40364206,40364770
PGAM1P4,+,chr3,9390071,9390952
PGAM1P5,+,chr12,96043031,96067775
PGAM1P6,-,chr2,24095138,24095884
PGAM1P7,-,chrX,46506029,46506765
PGAM1P8,-,chr11,64942506,64942973
PGAM1P9,-,chr11,92099662,92100416
PGAM2,-,chr7,44102326,44105186
PGAM3P,+,chr20,11601699,11602125
PGAM4,-,chrX,77223458,77225135
PGAM4P1,+,chrX,54698418,54699071
PGAM4P2,-,chr4,116685255,116685975
PGAM5,+,chr12,133287405,133299228
PGAM5P1,-,chr5,109220311,109221124
PGAP1,-,chr2,197697728,197792520
PGAP2,+,chr11,3818954,3847601
PGAP3,-,chr17,37827375,37853050
PGBD1,+,chr6,28249314,28270326
